dialog_node,node_detail,text,parent,condition
168,0,"고객님 전자금융거래 기본법에 따라 2005년 11월 1일부터 회원님의 개인정보 보호를 위해 안전결제(ISP), 안심클릭 결제서비스로 30만원 이상을 결제하실 경우 공인인증서 사용이 의무화 되었습니다.<br>안전한 온라인 거래를 위하여 공인인증서를 꼭 사용하시기 바랍니다.<br>아래는 공인인증 의무사용 관련 변동사항이오니 이용에 참고하시기 바랍니다.",default,seq
168,0_0,"[공인인증 의무화 관련<br>변동사항]<br><br>(1) 2004년 2월 10일부터 10만원이상 결제시 공인인증 의무화<br><br>(2) 2004년 4월 01일부터 30만원이상 결제시 공인인증 의무화로 제한금액 변경<br><br>(3) 2004년 9월 11일부터 공인인증서 의무화 적용이 공식적으로 2년간 유예됨<br>(단,비씨,국민카드는 30만원이상 결제시 공인인증 의무)<br><br>(4) 2005년 7월 20일부터 외환카드 30만원이상 결제시 공인인증 의무화로 변경<br><br>(5) 2005년 11월 1일부터 LG,롯데,신한,삼성,현대카드 등 30만원이상 결제시 공인인증 의무화로 변경에 따라서 동원몰에서 신용카드를 이용하여 온라인 결제시 공인인증서 발급을 통한 본인확인은 물론 각 신용카드사에서 사용하는 별도의 인증절차(안전결제ISP, 안심클릭)를 통하여 안전한 쇼핑을 하실수 있습니다.<br><br>보다 상세한 내용은 해당 카드사로 문의해 주시기 바랍니다.",default,END
169,0,"고객님 현금으로 결제하고 싶으신가요?<br><br>1. 결제수단 선택 시 실시간계좌이체/무통장입금(가상계좌) 중 선택 → 입금자명, 입금예정일 등록 → 주문확인 및 주문완료<br>(※ 주문 완료 후 필히 주문번호를 확인 요망)<br><br>2. 결제수단 무통장입금 선택 시 계좌번호를 발급해 드립니다.<br><br>3. 고객전용계좌와 입금금액이 정확해야만 신속한 확인이 가능합니다.",default,seq
169,0_0,"4. 가상계좌로 입금하시면 실시간으로 입금이 확인되어 고객님의 주문에 결제처리 됩니다.<br>(단, 은행 시스템에 따라 10~20분 정도 지연될 수 있습니다.)<br><br>5. 해외은행에서는 환율 등의 문제로 실시간계좌이체/가상계좌/ 무통장입금을 이용하실 수가 없습니다.",default,END
170,0,"고객님 결제가 완료된 주문건에 한하여 배송이 진행됩니다.<br>수량 한정 상품의 경우 결제된  순서대로 배송이 진행되며, 결제가 늦어지신 경우 결제가 되었더라도 품절 및 재고부족으로 주문이 취소될 수 있으니 이점 양해 부탁드립니다.",default,seq
170,0_0,"실시간계좌이체/무통장입금(가상계좌) 등 현금 결제수단을 선택하시고 입금 예정인 주문은 입금예정일로부터 3일이 경과되면 자동으로 주문이 취소됩니다.<br><br>저의 답변에 만족하셨나요?<br>더 궁금하신 점이 있다면 1:1 맞춤상담에 문의해보세요!<a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
171,0,"고객님 적립금에 대해 질문주셨나요?<br>동원몰 적립금의 사용기간은 지급일로부터 1년이며, 고객님의 동원몰 활동 내역에 따라 레시피 등록 적립금, 베스트레시피 적립금, 베스트 체험후기 적립금 등을 지급해드리고 있습니다.<br><br>아래 버튼을 클릭하시면 다양한 동원몰 혜택을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/benefit/member.do"",""*"")'>
<button class=""ext_btn"" type=""button"">동원몰 혜택 보러가기</button></a>",default,END
172,0,고객님<br>결제단계에서 현재 가지고 있는 적립금을 확인하실 수 있으며 고객님께서 직접 쓸 금액을 설정하실 수 있습니다. 가지고 있는 적립금 한도 내에서 원하시는 금액만큼 사용하시면 총 주문금액에서 해당 금액이 제외된 금액만 청구가 됩니다.,default,seq
172,0_0,"추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
173,0,"고객님<br>다음과 같은 경우에 적립금이 소멸 됩니다.<br><br>- 회원탈퇴 시 자동 소멸 됩니다.<br>- 주문취소, 반품 시 해당주문에서 사용한 적립금은 다시 환원됩니다.<br>※ 적립금 소멸 시기 : 최종 적립일로부터 1년 동안 미사용 시 자동 소멸",default,seq
173,0_0,"추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
174,0,"고객님 쿠폰에 대해 질문주셨나요?<br>동원몰 쿠폰은 쿠폰이 적용되는 상품을 고객님이 장바구니에 담았을 경우 자동적으로 보여지게 됩니다.<br>이 때, 원하시는 쿠폰을 선택하여 주문하시면 쿠폰금액만큼 할인 됩니다.<br><br>쿠폰과 관련하여 더 궁금하신 내용이 있다면 아래 버튼을 클릭해보세요!<button class=""dial_btn f"">쿠폰 사용</button>
<button class=""dial_btn"">쿠폰 종류</button>
<button class=""dial_btn"">쿠폰 다운</button>",default,END
175,0,"고객님 동원몰 쿠폰은 쿠폰이 적용되는 상품을 회원님이 장바구니에 담았을 경우 자동적으로 보여지게 됩니다.<br>이 때, 원하시는 쿠폰을 선택하여 주문하시면 쿠폰금액만큼 할인 됩니다.",default,seq
175,0_0,"쿠폰 적용은 '장바구니' 페이지에서 [선택상품주문] 또는 [전체상품주문] 버튼을 클릭하셔서 '주문서' 페이지로 넘어가신 후,  '회원/쿠폰할인'과 '플러스쿠폰할인' 옵션에서 조회 및 적용하시면 됩니다.",default,END
176,0,고객님 동원몰 쿠폰에는 유효기간이 있습니다.<br>유효기간동안 사용되지 않은 쿠폰은 자동 소멸되며 재발행되지 않습니다.<br>쿠폰 유효기간은 쿠폰마다 다르니 쿠폰 발행 시 유효기간을 확인하세요.<br>또한 회원 탈퇴 시 쿠폰은 자동 소멸되오니 이점 유의하시기 바랍니다.,default,END
177,0,"고객님 동원몰 쿠폰 다운<br>[쿠폰/혜택 - 쿠폰]에서 고객님만을 위한 다양한 쿠폰을 다운받으실 수 있습니다.<br><br>아래 버튼을 클릭하시면 쿠폰 다운 페이지로 이동합니다.<br>동원몰 쿠폰 활용하여 알뜰 쇼핑하세요~<br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/benefit/coupon.do"",""*"")'>
<button class=""ext_btn"" type=""button"">쿠폰/혜택 - 쿠폰</button></a>",default,END
178,0,"고객님 씨앗은 동원몰에서 제공하는 포인트 서비스입니다. <br>상품 구매시 사용할 수 있는 배송비 할인쿠폰으로 교환이 가능하며, 씨앗을 이용한 다양한 이벤트도 제공됩니다. <br> 교환하신 배송비 할인쿠폰은 교환일로부터 30일이내 사용가능합니다.",default,seq
178,0_0,"고객님 씨앗은 동원몰의 전용 포인트로, 적립금과 달리 결제에는 사용하실 수 없습니다. <br> 하지만 누적된 씨앗으로 배송비 할인쿠폰 교환, 이벤트 참여 등 다양한 서비스를 이용하실 수 있습니다. <br>※ 단, 체험단 배송비 결제는 불가합니다.",default,END
179,0,"고객님 씨앗은 동원몰의 전용 포인트로, 적립금과 달리 결제에는 사용하실 수 없습니다. <br> 하지만 누적된 씨앗으로 배송비 할인쿠폰 교환, 이벤트 참여 등 다양한 서비스를 이용하실 수 있습니다. <br>※ 단, 체험단 배송비 결제는 불가합니다.",default,seq
179,0_0,"지금 바로 씨앗 적립하러 가시겠어요?<br><button class=\""dial_btn f\"">네</button>\n<button class=\""dial_btn\"">아니오</button>",default,YNO
179,0_0-Y,"다양한 방법으로 씨앗을 적립하실 수 있어요!<br>아래의 버튼을 클릭하시면 씨앗 적립 방법에 대해 소개해드리는 페이지로 이동합니다.<br><br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/benefit/seed.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">씨앗 가이드</button></a>",default,END
179,0_0-N,알겠습니다. <br> 쇼핑의 즐거움을 2배로~ 만들어주는 동원몰 씨앗 포인트 서비스 꼭 한 번 이용해보세요!,default,END
179,0_0-O,다른 도움이 필요하신가요? 저에게 질문해주세요!,default,BACK
180,0,"고객님 씨앗의 유효기간은 적립일로부터 180일입니다. 180일 안에 사용하지 않은 씨앗은 180일 이후 자동소멸 됩니다.<br>※ 씨앗의 지급, 사용 및 유효기간 등 씨앗정책과 관련된 모든 사항은 당사의 사정에 의해 변경될 수 있습니다.",default,seq
180,0_0,"소멸예정 씨앗 확인하러 가시겠어요?<br><button class=\""dial_btn f\"">네</button>\n<button class=\""dial_btn\"">아니오</button>",default,YNO
180,0_0-Y,"아래 버튼을 클릭하시면 사용 가능한 씨앗과 당월 미사용시 소멸예정인 씨앗을 확인하실 수 있는 페이지로 이동합니다!<br><br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/mypage/benefit/mySeed.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">씨앗 확인하기</button></a>",default,END
180,0_0-N,알겠습니다~,default,END
180,0_0-O,다른 도움이 필요하신가요? 저에게 질문해주세요!,default,BACK
181,0,"고객님 씨앗은 해당 고객의 아이디로 부여된 것이기 때문에 타인에게 양도할 수 없습니다. <br><br>※ 씨앗의 지급, 사용 및 유효기간 등 씨앗정책과 관련된 모든 사항은 당사의 사정에 의해 변경될 수 있습니다.",default,seq
181,0_0,"양도 대신, 지금 바로 씨앗을 배송비 할인쿠폰으로 교환해서 유용하게 사용해보세요~<br> 아래 버튼을 클릭하시면, 씨앗을 배송비 할인쿠폰으로 교환하실 수 있는 페이지로 이동합니다!<br><br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/benefit/seed.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">씨앗 배송비 쿠폰으로 교환하기</button></a>",default,END
182,0,"고객님 씨앗은 동원몰 정책에 따라 변경될 수 있으며, 서비스 운영의 필요 상 회원 씨앗 개수의 일부 또는 전부를 조정할 수 있습니다.<br>단, 이 경우에는 그 사유 및 내용을 회원에게 사전 공지합니다.",default,seq
182,0_0,또한 씨앗의 유효기간은 적립일로부터 180일입니다.<br>180일 안에 사용하지 않은 씨앗이 자동소멸되어 씨앗 적립 수에 변동이 생길 수 있으니 확인하시기 바랍니다.,default,END
183,0,"고객님 씨앗은 여러 활동들에 따라서 적립 시점이 상이합니다.<br>- 즉시 적립 : 로그인, 회원가입, 이메일 수신동의, SMS 수신동의, 추가정보입력, 출첵, 맛있는 폴, 이메일수신확인
<br>- 익일 적립 : 일반상품평, 블로그상품평, 문화초대후기, 체험단후기, 게시글 댓글
<br>- 승인 후 적립 : 첫상품평, 프리미엄상품평, 불량상품평신고, 오류신고",default,seq
183,0_0,"※ 승인 후 적립의 경우 작성/신고하신 모든 내용에 대하여 적립이 되지 않을 수 있습니다. 내용에 대한 검수 후에 올바른 상품평과 신고내용에 대해서만 적립이 됩니다.<br><br>추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
184,0,"고객님 씨앗은 고객님의 다양하고 적극적인 활동을 통하여 모으실 수 있습니다.<br>씨앗 적립 가능한 활동 : 로그인, 회원가입, 이메일 수신동의, SMS수신동의, 추가정보입력, 상품평쓰기, 체험후기쓰기, 이벤트참여, 게시글 댓글, 이메일수신확인 등의 활동<br><br>아래 버튼을 클릭하시면 씨앗 적립방법 안내 페이지로 이동합니다.<br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/benefit/seed.do"",""*"")'>
<button class=""ext_btn"" type=""button"">씨앗 적립방법 보러가기</button></a>",default,END
185,0,고객님께서 사용하신 적립금의 종류를 확인해보아야 정확한 답변을 드릴 수 있습니다.,default,seq
185,0_0,"우선,  <font style=\""color:blue\"">동원몰 적립금</font>의 경우 주문취소, 반품 시 해당주문에서 사용한 적립금은 다시 환원됩니다. <br>그러나 <font style=\""color:red\"">쇼핑지원금</font>은 고객님 등급에 따라 매달 지원되는 지원금 또는 이벤트 참여에 따라 지급되는 것으로 주문취소, 반품 및 환불의 경우 복원이 불가능합니다. <br><br>다만, 제품의 하자 또는 출고 불가로 인한 경우에는 사용한 쇼핑지원금이라도 복원해드리오니 고객센터 1588-3745로 연락 부탁드립니다. <br>사용기한이 경과된 쇼핑지원금의 경우 상황에 따라 복원이 불가할 수 있습니다.",default,END
186,0,"고객님 쿠폰을 사용한 주문건을 취소할 경우 사용한 쿠폰은 환원되지 않습니다.<br>단, 동원몰의 잘못(상품품절, 배송지연등)으로 인해 취소한 경우에는 쿠폰을 재발급해 드리오니 동원몰 고객센터 1588-3745로 연락 부탁드립니다.<br><br>추가 문의사항이 있으실 경우 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/customer/counsel.do"",""*"")'>
<button class=""ext_btn"" type=""button"">고객센터 - 1:1 맞춤상담</button></a>",default,END
187,0,"고객님 불편드려 죄송합니다. <br>제가 지금 바로 복원을 도와드리고 싶지만, 인공지능인 제가 처리하는 것은 아직 조금 어려워요~<br> 대신 저희 동원몰 전문상담사들이 도와드리겠습니다. <br>동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 빠르게 처리해드릴게요.<br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/customer/counsel.do"",""*"")'>
<button class=""ext_btn"" type=""button"">고객센터 - 1:1 맞춤상담</button></a>",default,END
188,0,"고객님 교환 문의를 주셨네요!<br>정확한 교환 안내는 주문하신 상품 확인 후 가능합니다.<br>동원몰 교환기준에 대해 안내해드릴까요?<br><button class=""dial_btn f"">네</button>
<button class=""dial_btn"">아니오</button>",default,YNO
188,0-Y,,default,seq
188,0-Y_0,"고객님 동원몰 교환기준을 안내해드릴게요!<br><br>1. 고객변심으로 인한 교환 시, 반품 상품확인이 완료된 후에 교환상품이 배송됩니다. 단, 교환상품의 재고가 품절인 경우, 교환은 불가하며 반품만 가능합니다. 이때 반품 배송비는 소비자 부담입니다.<br>2. 다른 상품으로의 교환은 불가능하며, 이 경우는 해당 상품은 반품하시고, 원하시는 다른 상품을 재주문 하여 주시기 바랍니다.<br>3. 배달되어진 택배사를 통해 상품을 반품 합니다.<br>- 상품배달 시 동봉된 청약철회서를 작성하시어 반품하시는 상자 안에 넣어 주시기 바랍니다. (주문번호, 반품사유 등 기재)<br>- 반품하실 때 택배 기사에게 수령하신 반송장은 환불이 완료될 때까지 보관해 주시기 바랍니다.",default,seq
188,0-Y_1,"추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
188,0-N,알겠습니다~,default,END
188,0-O,다른 문의가 있으신가요? 저에게 말씀해주세요!,default,BACK
189,0,"고객님 동원몰에서는 다음과 같은 기간 및 내용으로 교환을 보장하고 있습니다.<br><br>제품교환<br>(1) 고객변심으로 인한 교환시, 반품상품 확인이 완료된 후에 교환상품이 배송됩니다.<br>단, 교환상품의 재고가 품절인 경우, 교환은 불가하며 반품만 가능합니다.<br>이때 반품 배송비는 소비자 부담입니다.<br>(2) 다른 상품으로의 교환은 불가능하며, 이 경우는 해당 상품은 반품하시고 원하시는 다른 상품을 재주문하여 주시기 바랍니다.<br>(3)교환 사유가 발생하였을 때는 상품을 인수하신 지 30일 이내에 가능하나, 상품 특성상 처리 불가능한 경우가 있으며 상품 불량의 경우는 제외입니다.<br>식품의 경우 상품 특성상 포장을 개봉하시거나, 상품을 취식하신 후에는 반품이 절대 불가하오니 이점 유의하시기 바랍니다. 단, 제품하자 시에는 예외입니다.<br>※ 상품 설명에 교환 관련 안내가 기재된 경우 다음 안내사항보다 우선 적용됩니다.",default,seq
189,0_0,"고객님 제 답변에 만족하셨나요?<br>불만족하셨다면 아래 버튼을 클릭해주세요.<br>동원몰 자주묻는질문 페이지로 이동합니다.<br>교환/반품/AS 탭의 7번 게시글 동원몰의 교환 및 반품 정책은 어떻게 되나요? 를 클릭하시면 더욱 상세한 설명이 제공됩니다.<br><br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/faqList.do?BM_IDX=10010&BC_IDX=7&BC_SORT=1#this\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">교환 및 반품 정책 보러가기</button></a>",default,END
190,0,"고객님 교환 제품의 배송과 회수는 택배사를 통해 진행되기 때문에 배송일과 시간을 지정하기에는 어려움이 있습니다.<br>추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/customer/counsel.do"",""*"")'>
<button class=""ext_btn"" type=""button"">고객센터 - 1:1 맞춤상담</button></a>",default,END
191,0,"고객님 동원몰 교환기준을 안내해드릴게요!<br><br>1. 고객변심으로 인한 교환 시, 반품 상품확인이 완료된 후에 교환상품이 배송됩니다. 단, 교환상품의 재고가 품절인 경우, 교환은 불가하며 반품만 가능합니다. 이때 반품 배송비는 소비자 부담입니다.<br>2. 다른 상품으로의 교환은 불가능하며, 이 경우는 해당 상품은 반품하시고, 원하시는 다른 상품을 재주문 하여 주시기 바랍니다.<br>3. 배달되어진 택배사를 통해 상품을 반품 합니다.<br>- 상품배달 시 동봉된 청약철회서를 작성하시어 반품하시는 상자 안에 넣어 주시기 바랍니다. (주문번호, 반품사유 등 기재)<br>- 반품하실 때 택배 기사에게 수령하신 반송장은 환불이 완료될 때까지 보관해 주시기 바랍니다.",default,seq
191,0_0,"추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
192,0,고객님 반품하려 하시나요? <br>죄송하지만 인공지능인 제가 바로 반품처리 하는 것은 아직 조금 어려워요~ <br>대신 저희 동원몰 전문상담사들이 도와드리겠습니다. <br>고객센터 1588-3745로 연락주시면 빠르게 처리해드릴게요~,default,seq
192,0_0,"필요하시면, 반품 절차에 대해 간단히 안내드릴까요? <br> 네 아니오로 말씀해주세요~",default,YNO
192,0_0-Y,"고객님 반품은 다음과 같이 처리됩니다. <br><br> 1) 고객님께서 수령하신 상자에 붙어있는 운송장의 주소 및 택배사를 확인해주세요. <br>2) ‘MY동원몰’에서 반품신청을 해주세요. <br> 3) 배달되어진 택배사를 통해 상품을 반품해주세요. <br>4) 반품제품 입고 후에 환불이 진행되며, 상황에 따라 반품이 불가할 수도 있습니다.",default,seq
192,0_0-Y_0,유의사항도 함께 보시겠어요? 네 아니오로 말씀해주세요~,default,YNO
192,0_0-Y_0-Y,"반품 시 유의사항입니다! <br> # 상품 배달시 동봉된 청약철회서를 작성하시어 반품하시는 상자 안에 넣어 주시기 바랍니다. <br>청약철회서가 없는 경우에는 별도 종이에 철회일자, 주문일자, 상품명, 금액, 성명, 철회사유, 주소 등을 기재하여 동봉하여 주시기 바랍니다. <br># 반품하실 때 택배기사에게 수령하신 반송장은 환불이 완료될 때까지 보관해주세요. <br># 상품하자, 오배송 등의 문제로 교환/반품을 하실 때 반품비는 고객센터 1588-3745로 연락주시고 사전접수 후 착불로 처리하시면 됩니다. <br>이외에 고객변심으로 인해 교환/반품을 하실 때는 고객센터 사전접수 후 고객님께서 별도로 배송비를 부담해주셔야 합니다.",default,END
192,0_0-Y_0-N,알겠습니다~,default,END
192,0_0-Y_0-O,네 아니오가 아닌 다른 답변을 주셨네요! <br>다른 도움이 필요하신가요? 질문해주세요!,default,BACK
192,0_0-N,알겠습니다. <br> 반품에 대한 안내는 저희 동원몰 홈페이지 [고객센터]-[자주묻는질문]-[교환/반품/AS] 게시판에서도 확인하실 수 있습니다.,default,END
192,0_0-O,네 아니오가 아닌 다른 답변을 주셨네요! <br>다른 도움이 필요하신가요? 질문해주세요!,default,BACK
193,0,고객님 동원몰에서 비회원으로 주문한 상품을 반품하고 싶으신가요? 네 아니오로 말씀해주세요~,default,YNO
193,0-Y,,default,END
193,0-N,알겠습니다~,default,END
193,0-O,네 아니오가 아닌 다른 답변을 주셨네요! <br>다른 도움이 필요하신가요? 질문해주세요!,default,BACK
194,0,"고객님 상품 반품 절차 안내해 드릴게요!<br><br>1. 배달되어진 상자에 붙어있는 운송장의 주소 및 택배사를 확인합니다. <br>2. [My 동원몰 - 주문/배송조회]에서 반품신청 합니다.<br>3. 배달되어진 택배사를 통해 상품을 반품 합니다.<br>- 상품배달시 동봉된 청약철회서를 작성하시어 반품하시는 상자 안에 넣어 주시기 바랍니다. 청약철회서가 없는 경우에는 별도 종이에 철회일자, 주문일자, 상품명, 금액, 성명, 철회사유, 주소 등을 기재하여 동봉하여 주시기 바랍니다.<br>- 반품하실 때 택배기사에게 수령하신 반송장은 환불이 완료될 때까지 보관해 주시기 바랍니다.<br>- 반품비는 상품하자, 오배송 등의 문제로 교환/반품을 하실때 고객센터로 접수해주시면 무료반품이 가능하며, 이외에 고객변심으로 인해 교환/반품을 하실때는 고객센터 사전접수 후 고객님께서 별도로 배송비를 부담해 주셔야 합니다.",default,seq
194,0_0,"※ 유의사항<br>반품 접수 절차 없이 임의로 반송할 경우, 반품내용을 확인할 수 없으므로 환불이 지연되거나 환불이 되지 않을 수 있습니다.<br>그러므로 반드시 [My 동원몰 - 주문/배송조회]에서 반품신청을 하시고, 반품절차에 따라 반품하여 주시기 바랍니다.",default,seq
194,0_1,"<a href='javascript:window.parent.postMessage(\""https://www.dongwonmall.com/mypage/myorder/myOrderList.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">MY 동원몰 - 주문/배송조회</button></a>\n<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
195,0,"고객님 현금으로 구매하셨나요? 카드로 구매하셨나요?<br><button class=""dial_btn f"">현금 결제</button>
<button class=""dial_btn"">카드 결제</button>",default,ABCD
195,0-A,"고객님 현금으로 구매하신 경우 부분 취소/부분 반품이 가능합니다. 취소/반품을 원하시는 상품의 금액만큼 고객님의 환불계좌로 입금해드립니다.<br><br>추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
195,0-B,"고객님 신용카드로 구매하신 경우 취소/반품을 요청하신 상품에 한해 부분취소됩니다.<br><br>추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
195,0-O,다른 도움이 필요하신가요? 저에게 질문해주세요!,default,BACK
196,0,"고객님<br>제품 반품시 보낼 주소지 확인은 [고객만족센터 - 1:1맞춤상담] 또는 동원몰 콜센터 1588-3745 로 문의해 주시기 바랍니다.<br><br>아래의 버튼을 클릭하시면 1:1 맞춤상담 게시판으로 이동합니다!<br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/customer/counsel.do"",""*"")'>
<button class=""ext_btn"" type=""button"">고객센터 - 1:1 맞춤상담</button></a>",default,END
197,0,고객님 환불하려 하시나요? <br>죄송하지만 인공지능인 제가 바로 환불처리하는 것은 아직 어려워요~ <br>대신 저희 동원몰 전문상담사들이 도와드리겠습니다. <br>고객센터 1588-3745로 연락주시면 빠르게 처리해드릴게요~,default,seq
197,0_0,"필요하시면, 환불 절차에 대해 간단히 안내드릴까요?<button class=\""dial_btn f\"">네</button><button class=\""dial_btn\"">아니오</button>",default,YNO
197,0_0-Y,,default,seq
197,0_0-Y_0,"고객님 [MY 동원몰 - 주문/배송조회]에서 취소/반품신청을 하시면 취소는 신청 후 3영업일 이내, 반품은 반품완료(반송 물건이 본사에 도착한 것이 확인되는 시점) 확인 후 3영업일 이내에 환불 처리해드립니다.<br>(주말 및 공휴일 제외)",default,seq
197,0_0-Y_1,"결제수단별 환불절차<br>- 현금결제 : 실시간계좌이체/가상계좌/무통장입금은 반품 확인 후 2~3일 이내에 고객님의 환불계좌로 결제하신 금액을 환불하여 드립니다.<br>- 신용카드: 신용카드로 결제하신 경우는 신용카드 승인이 취소되므로 결제 대금이 청구되지 않습니다. 신용카드 결제일에 대금이 청구될 경우 익월 신용카드 대금청구시 카드사에서 환급처리(마이너스 청구)해 드립니다.<br>- 적립금 : 고객님의 적립금은 사용하신 금액만큼 환원해 드립니다. (쇼핑지원금은 주문취소 시 복원되지 않습니다.)<br>- 쿠폰 : 결제시 사용한 쿠폰은 다시 환원되지 않습니다.<br><br>※ 환불은 반드시 주문자 본인 및 입금자 명의의 계좌로만 받으실 수 있습니다. 단, 주문자 본인 및 입금자 명의의 계좌로 환불이 없으실 경우, 주문자께서 고객센터(1588-3745)로 연락 주시면 본인 확인을 거친 후 환불 받으실 수 있습니다.",default,seq
197,0_0-Y_2,"추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
197,0_0-N,알겠습니다. <br> 환불에 대한 안내는 저희 동원몰 홈페이지 [고객센터]-[자주묻는질문]-[교환/반품/AS] 게시판에서도 확인하실 수 있습니다.,default,END
197,0_0-O,네 아니오가 아닌 다른 답변을 주셨네요! <br>다른 도움이 필요하신가요? 질문해주세요!,default,BACK
198,0,"고객님 홈페이지 상단의 ‘MY동원몰’에서 주문/배송조회를 클릭해보세요. <br>해당 주문건의 ‘주문현황’란에 뭐라고 쓰여있나요?<br><button class=""dial_btn f"">주문접수</button>
<button class=""dial_btn"">결제완료</button>
<button class=""dial_btn"">발송지연</button>
<button class=""dial_btn"">발송완료</button>
<button class=""dial_btn"">배송중</button>
<button class=""dial_btn"">배송완료</button>
<button class=""dial_btn"">발송준비</button>",default,ABCD
198,0-A,"고객님 현 상태에서는 취소신청이 가능하십니다. <br>단, 발송지연의 경우 고객센터 1588-3745 로 문의후 취소 가능합니다.",default,END
198,0-B,"고객님 현 상태에서는 이미 상품이 출고되어 취소신청은 불가하고, 반품신청하셔야 합니다. 반품에 대한 정보가 필요하세요?",default,YNO
198,0-B-Y,,default,seq
